Dataset ID	NMDC Dataset ID	Dataset Name	sample_name	sample_extid	sequencing_project_name	sequencing_project_extid	proposal_extid	genome directory	GOLD Biosample ID	GOLD Project ID
500835	emsl:500835	Froze_Core_2015_S3_10_20_5_QE_26May16_Pippin_16-03-39	GW-RW S3_10_20	100331	GW-RW S3_10_20	1091650	1781	1781_100331	Gb0126430	Gp0127629
500829	emsl:500829	Froze_Core_2015_N3_30_40_9_QE_26May16_Pippin_16-03-39	GW-RW N3_30_40	100332	GW-RW N3_30_40	1091651	1781	1781_100332	Gb0126431	Gp0127630
500160	emsl:500160	Froze_Core_2015_S1_20_30_19_QE_26May16_Pippin_16-03-39	GW-RW S1_20_30	100333	GW-RW S1_20_30	1091652	1781	1781_100333	Gb0126432	Gp0127631
500095	emsl:500095	Froze_Core_2015_S3_40_50_26_QE_26May16_Pippin_16-03-39	GW-RW S3_40_50	100334	GW-RW S3_40_50	1091653	1781	1781_100334	Gb0126433	Gp0127632
501132	emsl:501132	Froze_Core_2015_S1_30_40_3_QE_26May16_Pippin_16-03-39	GW-RW S1_30_40	100335	GW-RW S1_30_40	1091654	1781	1781_100335	Gb0126434	Gp0127633
500088	emsl:500088	Froze_Core_2015_N2_50_60_34_QE_26May16_Pippin_16-03-39	GW-RW N2_50_60	100336	GW-RW N2_50_60	1091655	1781	1781_100336	Gb0126435	Gp0127634
500101	emsl:500101	Froze_Core_2015_N1_10_20_21_QE_26May16_Pippin_16-03-39	GW-RW N1_10_20	100337	GW-RW N1_10_20	1091656	1781	1781_100337	Gb0126436	Gp0127635
500836	emsl:500836	Froze_Core_2015_N2_30_40_10_QE_26May16_Pippin_16-03-39	GW-RW N2_30_40	100338	GW-RW N2_30_40	1091657	1781	1781_100338	Gb0126437	Gp0127636
500164	emsl:500164	Froze_Core_2015_S1_0_10_18_QE_26May16_Pippin_16-03-39	GW-RW S1_0_10	100339	GW-RW S1_0_10	1091658	1781	1781_100339	Gb0126438	Gp0127637
501128	emsl:501128	Froze_Core_2015_N2_40_50_1_QE_26May16_Pippin_16-03-39	GW-RW N2_40_50	100340	GW-RW N2_40_50	1091659	1781	1781_100340	Gb0126439	Gp0127638
500102	emsl:500102	Froze_Core_2015_N1_30_40_25_QE_26May16_Pippin_16-03-39	GW-RW N1_30_40	100341	GW-RW N1_30_40	1091660	1781	1781_100341	Gb0126440	Gp0127639
500098	emsl:500098	Froze_Core_2015_N3_50_60_28_QE_26May16_Pippin_16-03-39	GW-RW N3_50_60	100342	GW-RW N3_50_60	1091661	1781	1781_100342	Gb0126441	Gp0127640
500096	emsl:500096	Froze_Core_2015_S1_10_20_33_QE_26May16_Pippin_16-03-39	GW-RW S1_10_20	100343	GW-RW S1_10_20	1091662	1781	1781_100343	Gb0126442	Gp0127641
500831	emsl:500831	Froze_Core_2015_N2_0_30_8_QE_26May16_Pippin_16-03-39	GW-RW N2_0_30	100344	GW-RW N2_0_30	1091663	1781	1781_100344	Gb0126443	Gp0127642
500163	emsl:500163	Froze_Core_2015_N1_0_10_13_QE_26May16_Pippin_16-03-39	GW-RW N1_0_10	100345	GW-RW N1_0_10	1091664	1781	1781_100345	Gb0126444	Gp0127643
500830	emsl:500830	Froze_Core_2015_S3_30_40_12_QE_26May16_Pippin_16-03-39	GW-RW S3_30_40	100346	GW-RW S3_30_40	1091665	1781	1781_100346	Gb0126445	Gp0127644
500165	emsl:500165	Froze_Core_2015_N1_40_50_16_QE_26May16_Pippin_16-03-39	GW-RW N1_40_50	100347	GW-RW N1_40_50	1091666	1781	1781_100347	Gb0126446	Gp0127645
500099	emsl:500099	Froze_Core_2015_N3_0_10_27_QE_26May16_Pippin_16-03-39	GW-RW N3_0_10	100348	GW-RW N3_0_10	1091667	1781	1781_100348	Gb0126447	Gp0127646
500090	emsl:500090	Froze_Core_2015_S2_10_20_24_QE_26May16_Pippin_16-03-39	GW-RW S2_10_20	100349	GW-RW S2_10_20	1091668	1781	1781_100349	Gb0126448	Gp0127647
500103	emsl:500103	Froze_Core_2015_S1_50_60_23_QE_26May16_Pippin_16-03-39	GW-RW S1_50_60	100350	GW-RW S1_50_60	1091669	1781	1781_100350	Gb0126449	Gp0127648
501138	emsl:501138	Froze_Core_2015_S2_50_60_2_QE_26May16_Pippin_16-03-39	GW-RW S2_50_60	100351	GW-RW S2_50_60	1091670	1781	1781_100351	Gb0126450	Gp0127649
500832	emsl:500832	Froze_Core_2015_N1_50_60_11_QE_26May16_Pippin_16-03-39	GW-RW N1_50_60	100352	GW-RW N1_50_60	1091671	1781	missing	Gb0126451	Gp0127650
500091	emsl:500091	Froze_Core_2015_N3_20_30_32_QE_26May16_Pippin_16-03-39	GW-RW N3_20_30	100353	GW-RW N3_20_30	1091672	1781	1781_100353	Gb0126452	Gp0127651
500833	emsl:500833	Froze_Core_2015_S3_50_60_4_QE_26May16_Pippin_16-03-39	GW-RW S3_50_60	100354	GW-RW S3_50_60	1091673	1781	1781_100354	Gb0126453	Gp0127652
500834	emsl:500834	Froze_Core_2015_S2_0_10_7_QE_26May16_Pippin_16-03-39	GW-RW S2_0_10	100355	GW-RW S2_0_10	1091674	1781	1781_100355	Gb0126454	Gp0127653
500100	emsl:500100	Froze_Core_2015_S2_40_50_29_QE_26May16_Pippin_16-03-39	GW-RW S2_40_50	100356	GW-RW S2_40_50	1091675	1781	1781_100356	Gb0126455	Gp0127654
500161	emsl:500161	Froze_Core_2015_S3_20_30_14_QE_26May16_Pippin_16-03-39	GW-RW S3_20_30	100357	GW-RW S3_20_30	1091676	1781	1781_100357	Gb0126456	Gp0127655
500167	emsl:500167	Froze_Core_2015_S2_30_40_15_QE_26May16_Pippin_16-03-39	GW-RW S2_30_40	100633	GW-RW S2_30_40	1091823	1781	1781_100633	Gb0126457	Gp0127656
659083	emsl:659083	Blanch_Nat_Pep_C_12_AB_M_17_19Mar18_Oak_18-01-07	Inc-BW-C-12-M	159842	Inc-BW-C-12-M metaG	1159592	503125	503125_159842	Gb0157185	Gp0225778
659638	emsl:659638	Blanch_Nat_Pep_C_12_AB_O_25_19Mar18_Oak_18-01-07	Inc-BW-C-12-O	159839	Inc-BW-C-12-O metaG	1159589	503125	503125_159839	Gb0157182	Gp0225775
659158	emsl:659158	Blanch_Nat_Pep_C_14_AB_M_27_19Mar18_Oak_18-01-07	Inc-BW-C-14-M	159847	Inc-BW-C-14-M metaG	1159597	503125	503125_159847	Gb0157190	Gp0225783
659186	emsl:659186	Blanch_Nat_Pep_C_14_AB_O_09_19Mar18_Oak_18-01-07	Inc-BW-C-14-O	159830	Inc-BW-C-14-O metaG	1159580	503125	503125_159830	Gb0157174	Gp0225767
659108	emsl:659108	Blanch_Nat_Pep_C_19_AB_M_16_19Mar18_Oak_18-01-07	Inc-BW-C-19-M	159851	Inc-BW-C-19-M metaG	1159601	503125	503125_159851	Gb0157194	Gp0225787
659905	emsl:659905	Blanch_Nat_Pep_C_19_AB_O_26_19Mar18_Oak_18-01-07	Inc-BW-C-19-O	159835	Inc-BW-C-19-O metaG	1159585	503125	503125_159835	Gb0157179	Gp0225772
659719	emsl:659719	Blanch_Nat_Pep_C_27_AB_O_21_19Mar18_Oak_18-01-07	Inc-BW-C-27-O	159841	Inc-BW-C-27-O metaG	1159591	503125	503125_159841	Gb0157184	Gp0225777
660129	emsl:660129	Blanch_Nat_Pep_C_30_AB_M_14_19Mar18_Oak_18-01-07	Inc-BW-C-30-M	159855	Inc-BW-C-30-M metaG	1159605	503125	503125_159855	Gb0157197	Gp0225790
660135	emsl:660135	Blanch_Nat_Pep_C_4_AB_M_08_19Mar18_Oak_18-01-07	Inc-BW-C-4-M	159859	Inc-BW-C-4-M metaG	1159609	503125	503125_159859	Gb0157201	Gp0225794
659733	emsl:659733	Blanch_Nat_Pep_C_4_AB_O_04_19Mar18_Oak_18-01-07	Inc-BW-C-4-O	159846	Inc-BW-C-4-O metaG	1159596	503125	503125_159846	Gb0157189	Gp0225782
659879	emsl:659879	Blanch_Nat_Pep_C_7_AB_M_07_19Mar18_Oak_18-01-07	Inc-BW-C-7-M	159850	Inc-BW-C-7-M metaG	1159600	503125	503125_159850	Gb0157193	Gp0225786
659744	emsl:659744	Blanch_Nat_Pep_H_11_AB_M_13_19Mar18_Oak_18-01-07	Inc-BW-H-11-M	159854	Inc-BW-H-11-M metaG	1159604	503125	503125_159854	Gb0157196	Gp0225789
659728	emsl:659728	Blanch_Nat_Pep_H_11_AB_O_24_19Mar18_Oak_18-01-07	Inc-BW-H-11-O	159838	Inc-BW-H-11-O metaG	1159588	503125	503125_159838	Gb0157181	Gp0225774
659461	emsl:659461	Blanch_Nat_Pep_H_17_AB_M_18_19Mar18_Oak_18-01-07	Inc-BW-H-17-M	159858	Inc-BW-H-17-M metaG	1159608	503125	503125_159858	Gb0157200	Gp0225793
659948	emsl:659948	Blanch_Nat_Pep_H_17_AB_O_22_19Mar18_Oak_18-01-07	Inc-BW-H-17-O	159844	Inc-BW-H-17-O metaG	1159594	503125	503125_159844	Gb0157187	Gp0225780
659114	emsl:659114	Blanch_Nat_Pep_H_2_AB_M_23_19Mar18_Oak_18-01-07	Inc-BW-H-2-M	159831	Inc-BW-H-2-M metaG	1159581	503125	503125_159831	Gb0157175	Gp0225768
659434	emsl:659434	Blanch_Nat_Pep_H_2_AB_O_15_19Mar18_Oak_18-01-07	Inc-BW-H-2-O	159845	Inc-BW-H-2-O metaG	1159595	503125	503125_159845	Gb0157188	Gp0225781
659848	emsl:659848	Blanch_Nat_Pep_H_26_AB_M_12_19Mar18_Oak_18-01-07	Inc-BW-H-26-M	159848	Inc-BW-H-26-M metaG	1159598	503125	503125_159848	Gb0157191	Gp0225784
659136	emsl:659136	Blanch_Nat_Pep_H_28_AB_M_03_19Mar18_Oak_18-01-07	Inc-BW-H-28-M	159853	Inc-BW-H-28-M metaG	1159603	503125	503125_159853	Gb0157195	Gp0225788
660009	emsl:660009	Blanch_Nat_Pep_H_2B_M_02_19Mar18_Oak_18-01-07	Inc-BW-H-2-M	159831	Inc-BW-H-2-M metaG	1159581	503125	503125_159831	Gb0157175	Gp0225768
659613	emsl:659613	Blanch_Nat_Pep_H_32_AB_M_20_19Mar18_Oak_18-01-07	Inc-BW-H-32-M	159849	Inc-BW-H-32-M metaG	1159599	503125	503125_159849	Gb0157192	Gp0225785
659765	emsl:659765	Blanch_Nat_Pep_H_32_AB_O_19_19Mar18_Oak_18-01-07	Inc-BW-H-32-O	159833	Inc-BW-H-32-O metaG	1159583	503125	503125_159833	Gb0157177	Gp0225770
660138	emsl:660138	Blanch_Nat_Pep_H_4_AB_M_05_19Mar18_Oak_18-01-07	Inc-BW-H-4-M	159857	Inc-BW-H-4-M metaG	1159607	503125	503125_159857	Gb0157199	Gp0225792
659927	emsl:659927	Blanch_Nat_Pep_H_4_AB_O_06_19Mar18_Oak_18-01-07	Inc-BW-H-4-O	159843	Inc-BW-H-4-O metaG	1159593	503125	503125_159843	Gb0157186	Gp0225779
659083	emsl:659083	Blanch_Nat_Pep_C_12_AB_M_17_19Mar18_Oak_18-01-07	Native-BW-C-12-M	164743	Native-BW-C-12-M metat	1168060	503125	503125_164743	Gb0158500	Gp0255830
659638	emsl:659638	Blanch_Nat_Pep_C_12_AB_O_25_19Mar18_Oak_18-01-07	Native-BW-C-12-O	164731	Native-BW-C-12-O metat	1168048	503125	503125_164731	Gb0158488	Gp0255818
659158	emsl:659158	Blanch_Nat_Pep_C_14_AB_M_27_19Mar18_Oak_18-01-07	Native-BW-C-14-M	164738	Native-BW-C-14-M metat	1168055	503125	503125_164738	Gb0158495	Gp0255825
659186	emsl:659186	Blanch_Nat_Pep_C_14_AB_O_09_19Mar18_Oak_18-01-07	Native-BW-C-14-O	164725	Native-BW-C-14-O metat	1168042	503125	503125_164725	Gb0158482	Gp0255812
659108	emsl:659108	Blanch_Nat_Pep_C_19_AB_M_16_19Mar18_Oak_18-01-07	Native-BW-C-19-M	164733	Native-BW-C-19-M metat	1168050	503125	503125_164733	Gb0158490	Gp0255820
659905	emsl:659905	Blanch_Nat_Pep_C_19_AB_O_26_19Mar18_Oak_18-01-07	Native-BW-C-19-O	164730	Native-BW-C-19-O metat	1168047	503125	503125_164730	Gb0158487	Gp0255817
659719	emsl:659719	Blanch_Nat_Pep_C_27_AB_O_21_19Mar18_Oak_18-01-07	Native-BW-C-27-O	164735	Native-BW-C-27-O metat	1168052	503125	503125_164735	Gb0158492	Gp0255822
660129	emsl:660129	Blanch_Nat_Pep_C_30_AB_M_14_19Mar18_Oak_18-01-07	Native-BW-C-30-M	164740	Native-BW-C-30-M metat	1168057	503125	503125_164740	Gb0158497	Gp0255827
660135	emsl:660135	Blanch_Nat_Pep_C_4_AB_M_08_19Mar18_Oak_18-01-07	Native-BW-C-4-M	164741	Native-BW-C-4-M metat	1168058	503125	503125_164741	Gb0158498	Gp0255828
659733	emsl:659733	Blanch_Nat_Pep_C_4_AB_O_04_19Mar18_Oak_18-01-07	Native-BW-C-4-O	164752	Native-BW-C-4-O metat	1168069	503125	503125_164752	Gb0158509	Gp0255839
659879	emsl:659879	Blanch_Nat_Pep_C_7_AB_M_07_19Mar18_Oak_18-01-07	Native-BW-C-7-M	164748	Native-BW-C-7-M metat	1168065	503125	503125_164748	Gb0158505	Gp0255835
659744	emsl:659744	Blanch_Nat_Pep_H_11_AB_M_13_19Mar18_Oak_18-01-07	Native-BW-H-11-M	164747	Native-BW-H-11-M metat	1168064	503125	503125_164747	Gb0158504	Gp0255834
659728	emsl:659728	Blanch_Nat_Pep_H_11_AB_O_24_19Mar18_Oak_18-01-07	Native-BW-H-11-O	164745	Native-BW-H-11-O metat	1168062	503125	503125_164745	Gb0158502	Gp0255832
659461	emsl:659461	Blanch_Nat_Pep_H_17_AB_M_18_19Mar18_Oak_18-01-07	Native-BW-H-17-M	164751	Native-BW-H-17-M metat	1168068	503125	503125_164751	Gb0158508	Gp0255838
659948	emsl:659948	Blanch_Nat_Pep_H_17_AB_O_22_19Mar18_Oak_18-01-07	Native-BW-H-17-O	164749	Native-BW-H-17-O metat	1168066	503125	503125_164749	Gb0158506	Gp0255836
659114	emsl:659114	Blanch_Nat_Pep_H_2_AB_M_23_19Mar18_Oak_18-01-07	Native-BW-H-2-M	164726	Native-BW-H-2-M metat	1168043	503125	503125_164726	Gb0158483	Gp0255813
659434	emsl:659434	Blanch_Nat_Pep_H_2_AB_O_15_19Mar18_Oak_18-01-07	Native-BW-H-2-O	164736	Native-BW-H-2-O metat	1168053	503125	503125_164736	Gb0158493	Gp0255823
659848	emsl:659848	Blanch_Nat_Pep_H_26_AB_M_12_19Mar18_Oak_18-01-07	Native-BW-H-26-M	164732	Native-BW-H-26-M metat	1168049	503125	503125_164732	Gb0158489	Gp0255819
659136	emsl:659136	Blanch_Nat_Pep_H_28_AB_M_03_19Mar18_Oak_18-01-07	Native-BW-H-28-M	164746	Native-BW-H-28-M metat	1168063	503125	503125_164746	Gb0158503	Gp0255833
660009	emsl:660009	Blanch_Nat_Pep_H_2B_M_02_19Mar18_Oak_18-01-07	Native-BW-H-2-M	164726	Native-BW-H-2-M metat	1168043	503125	503125_164726	Gb0158483	Gp0255813
659613	emsl:659613	Blanch_Nat_Pep_H_32_AB_M_20_19Mar18_Oak_18-01-07	Native-BW-H-32-M	164739	Native-BW-H-32-M metat	1168056	503125	503125_164739	Gb0158496	Gp0255826
659765	emsl:659765	Blanch_Nat_Pep_H_32_AB_O_19_19Mar18_Oak_18-01-07	Native-BW-H-32-O	164728	Native-BW-H-32-O metat	1168045	503125	503125_164728	Gb0158485	Gp0255815
660138	emsl:660138	Blanch_Nat_Pep_H_4_AB_M_05_19Mar18_Oak_18-01-07	Native-BW-H-4-M	164742	Native-BW-H-4-M metat	1168059	503125	503125_164742	Gb0158499	Gp0255829
659927	emsl:659927	Blanch_Nat_Pep_H_4_AB_O_06_19Mar18_Oak_18-01-07	Native-BW-H-4-O	164750	Native-BW-H-4-O metat	1168067	503125	503125_164750	Gb0158507	Gp0255837