file_id	gold_project_id	file_name	file_type_description	file_size
540e31bb0d878503d1a0b65a	Gp0061273	48902.assembled.faa	FASTA amino acid sequence	9816417
53e2a0510d87856ba82b2821	Gp0061274	45824.assembled.faa	FASTA amino acid sequence	42800392
53e29a370d87856ba82b27e0	Gp0061275	45825.assembled.faa	FASTA amino acid sequence	960766
53d880c60d87856ba82affe9	Gp0061276	43178.assembled.faa	FASTA amino acid sequence	2127950
53d880e10d87856ba82b0024	Gp0061277	43184.assembled.faa	FASTA amino acid sequence	2882125
53d880da0d87856ba82b0015	Gp0061278	43179.assembled.faa	FASTA amino acid sequence	2602675
53d880c00d87856ba82affdb	Gp0061279	43180.assembled.faa	FASTA amino acid sequence	2153477
53e29bd60d87856ba82b2807	Gp0061280	45826.assembled.faa	FASTA amino acid sequence	4506777
548376070d87850ddcd6c5ba	Gp0061281	54359.assembled.faa	FASTA amino acid sequence	2618161
53d880d30d87856ba82b0006	Gp0061282	43181.assembled.faa	FASTA amino acid sequence	2436449
53e296670d87856ba82b27bd	Gp0061283	45827.assembled.faa	FASTA amino acid sequence	126786
53d880b90d87856ba82affcd	Gp0061284	43182.assembled.faa	FASTA amino acid sequence	1337578
540e35940d878503d1a0b6a7	Gp0061285	48903.assembled.faa	FASTA amino acid sequence	20286461
53e29acd0d87856ba82b27ed	Gp0061286	45828.assembled.faa	FASTA amino acid sequence	1150609
53d880cc0d87856ba82afff7	Gp0061287	43183.assembled.faa	FASTA amino acid sequence	2207368
540e29c40d878503d1a0b58a	Gp0061288	48901.assembled.faa	FASTA amino acid sequence	610282
53e2999b0d87856ba82b27d3	Gp0061289	45829.assembled.faa	FASTA amino acid sequence	191786
540e2be20d878503d1a0b5cb	Gp0061291	48906.assembled.faa	FASTA amino acid sequence	2202447
540e391a0d878503d1a0b6ce	Gp0061292	48905.assembled.faa	FASTA amino acid sequence	35557439
53e29d630d87856ba82b2814	Gp0061293	45830.assembled.faa	FASTA amino acid sequence	37337301
53e29b420d87856ba82b27fa	Gp0061294	45831.assembled.faa	FASTA amino acid sequence	1763032
5483b5a30d87850ddcd6c705	Gp0061295	54388.assembled.faa	FASTA amino acid sequence	15006083
543efbdd0d87852530dca8f9	Gp0061296	51513.assembled.faa	FASTA amino acid sequence	11245220
54761d780d8785221c609aff	Gp0093306	54262.assembled.faa	FASTA amino acid sequence	40544070
5498dc210d8785565d46e5e8	Gp0093307	55118.assembled.faa	FASTA amino acid sequence	29672841
555dd8800d8785226a63d540	Gp0095966	61529.assembled.faa	FASTA amino acid sequence	7892811
555df7b10d8785226a63d5fc	Gp0095967	61530.assembled.faa	FASTA amino acid sequence	11239516
555df0d70d8785226a63d5c0	Gp0095968	61527.assembled.faa	FASTA amino acid sequence	7390970
555df4090d8785226a63d5e2	Gp0095969	61528.assembled.faa	FASTA amino acid sequence	8620626
549283af0d8785565d46c5a2	Gp0095970	55023.assembled.faa	FASTA amino acid sequence	9240187
5af0d97664d0b3374773e0a0	Gp0095970	188301.assembled.faa	FASTA amino acid sequence	11591784
54b5974b0d8785565d471b1e	Gp0095971	56243.assembled.faa	FASTA amino acid sequence	29023345
5518f7170d878525404e8df5	Gp0095971	59210.assembled.faa	FASTA amino acid sequence	29671078
5af0ec3664d0b3374773e2e4	Gp0095971	188302.assembled.faa	FASTA amino acid sequence	27310161
548587330d87850ddcd6c95a	Gp0095972	55024.assembled.faa	FASTA amino acid sequence	20909727
5af1281464d0b3374773e9b7	Gp0095972	188303.assembled.faa	FASTA amino acid sequence	30319652
549355030d8785565d46c6f5	Gp0095973	55053.assembled.faa	FASTA amino acid sequence	34608475
5af109fe64d0b3374773e5f7	Gp0095973	188304.assembled.faa	FASTA amino acid sequence	38388845
5af44fd364d0b33747747ddb	Gp0108335	188315.assembled.faa	FASTA amino acid sequence	31611232
5af0d91764d0b3374773e07a	Gp0108340	188316.assembled.faa	FASTA amino acid sequence	1381202
5af6f6bd64d0b3374774f9a7	Gp0108341	188317.assembled.faa	FASTA amino acid sequence	184070621
5af0d80364d0b3374773e066	Gp0108342	188318.assembled.faa	FASTA amino acid sequence	4407200
5af65c0864d0b3374774e587	Gp0108344	188319.assembled.faa	FASTA amino acid sequence	173545362
5af575da64d0b3374774a404	Gp0108345	188320.assembled.faa	FASTA amino acid sequence	93078821
5604ee310d87854d7418f2d2	Gp0111276	70941.assembled.faa	FASTA amino acid sequence	299141899
5ad5e91c64d0b33747718355	Gp0111276	185795.assembled.faa	FASTA amino acid sequence	112584812
5607ad800d878540fd6fb068	Gp0111277	70962.assembled.faa	FASTA amino acid sequence	413808669
5ad71f6164d0b33747719331	Gp0111277	185796.assembled.faa	FASTA amino acid sequence	186163986
5604ab6b0d87854d7418f1a4	Gp0111278	70942.assembled.faa	FASTA amino acid sequence	225915319
5ad5e68064d0b3374771832d	Gp0111278	185797.assembled.faa	FASTA amino acid sequence	79277172
560423b60d87854d7418e709	Gp0111279	70943.assembled.faa	FASTA amino acid sequence	212013246
5ad5e68a64d0b33747718340	Gp0111279	185798.assembled.faa	FASTA amino acid sequence	81514978
5607dae70d878540fd6fb09e	Gp0111280	70960.assembled.faa	FASTA amino acid sequence	430280041
5ad756e764d0b33747719447	Gp0111280	185799.assembled.faa	FASTA amino acid sequence	205025258
5608063f0d878540fd6fb0cb	Gp0111281	70963.assembled.faa	FASTA amino acid sequence	447252621
5ad7652564d0b337477194a1	Gp0111281	185800.assembled.faa	FASTA amino acid sequence	209996970
560487e30d87854d7418edc9	Gp0111282	70944.assembled.faa	FASTA amino acid sequence	156418585
5ad5e4f164d0b3374771831a	Gp0111282	185801.assembled.faa	FASTA amino acid sequence	54458957
57247b2f7ded5e4fbeb81f76	Gp0111284	83876.assembled.faa	FASTA amino acid sequence	402342597
56045a100d87854d7418e8b6	Gp0111285	70945.assembled.faa	FASTA amino acid sequence	221541877
5ad5f79364d0b33747718415	Gp0111285	185802.assembled.faa	FASTA amino acid sequence	90939133
560396140d8785306f96e9d5	Gp0111286	70940.assembled.faa	FASTA amino acid sequence	212871673
5ad6ab0964d0b33747719083	Gp0111286	185803.assembled.faa	FASTA amino acid sequence	95624665
5674f3600d878518a8a37618	Gp0111288	76335.assembled.faa	FASTA amino acid sequence	171115929
5ad6ac6e64d0b337477190b1	Gp0111288	185804.assembled.faa	FASTA amino acid sequence	129528904
5606ac1f0d878540fd6fa821	Gp0111289	70961.assembled.faa	FASTA amino acid sequence	188129592
5ad6aadc64d0b33747719068	Gp0111289	185805.assembled.faa	FASTA amino acid sequence	98913357
56091c690d878540fd6fb227	Gp0115664	71196.assembled.faa	FASTA amino acid sequence	35723807
5af0f5b264d0b3374773e3f7	Gp0115664	187181.assembled.faa	FASTA amino acid sequence	12877831
56090d450d878540fd6fb207	Gp0115675	71197.assembled.faa	FASTA amino acid sequence	35997386
5af0f92e64d0b3374773e430	Gp0115675	187182.assembled.faa	FASTA amino acid sequence	13878843
5608ff060d878540fd6fb1e7	Gp0115673	71198.assembled.faa	FASTA amino acid sequence	36825622
5af0f6d964d0b3374773e41d	Gp0115673	187183.assembled.faa	FASTA amino acid sequence	15609124
5603c51e0d8785306f96ea1d	Gp0115677	70188.assembled.faa	FASTA amino acid sequence	223319156
5af4e9ac64d0b33747749cc7	Gp0115677	187184.assembled.faa	FASTA amino acid sequence	73680987
561f13500d878540fd704ca3	Gp0115678	71481.assembled.faa	FASTA amino acid sequence	155550175
5af9e01a64d0b33747751f9e	Gp0115678	187185.assembled.faa	FASTA amino acid sequence	50483112
561ef4010d878540fd704c3e	Gp0115665	71480.assembled.faa	FASTA amino acid sequence	148680419
5af1cbbc64d0b3374773fa04	Gp0115665	187186.assembled.faa	FASTA amino acid sequence	47597040
56092caa0d878540fd6fb247	Gp0115671	71199.assembled.faa	FASTA amino acid sequence	48712056
5af1235964d0b3374773e94b	Gp0115671	187187.assembled.faa	FASTA amino acid sequence	17970325
56093ece0d878540fd6fb26b	Gp0115666	71200.assembled.faa	FASTA amino acid sequence	48875713
5af1399c64d0b3374773eb7f	Gp0115666	187188.assembled.faa	FASTA amino acid sequence	20296623
560acb4e0d878540fd6fbdac	Gp0115669	71201.assembled.faa	FASTA amino acid sequence	48666485
5af9dd2b64d0b33747751f38	Gp0115669	187189.assembled.faa	FASTA amino acid sequence	19110471
560ab92f0d878540fd6fbd43	Gp0115667	71202.assembled.faa	FASTA amino acid sequence	43285379
5af9dcf664d0b33747751f12	Gp0115667	187190.assembled.faa	FASTA amino acid sequence	17192618
5605485f0d87854d7418f3dd	Gp0115676	70953.assembled.faa	FASTA amino acid sequence	87740880
5af1775864d0b3374773f255	Gp0115676	187191.assembled.faa	FASTA amino acid sequence	30169242
5607597e0d878540fd6faed4	Gp0115668	70954.assembled.faa	FASTA amino acid sequence	108278628
5af9dd1964d0b33747751f25	Gp0115668	187192.assembled.faa	FASTA amino acid sequence	32053840
560530200d87854d7418f3ad	Gp0115663	70955.assembled.faa	FASTA amino acid sequence	69427465
5af140ad64d0b3374773ec59	Gp0115663	187193.assembled.faa	FASTA amino acid sequence	22859601
56076d480d878540fd6faf8e	Gp0115670	70956.assembled.faa	FASTA amino acid sequence	71913259
5af11b2964d0b3374773e85e	Gp0115670	187194.assembled.faa	FASTA amino acid sequence	21025334
560785980d878540fd6fafe2	Gp0115672	70957.assembled.faa	FASTA amino acid sequence	92219074
5af12bab64d0b3374773ea12	Gp0115672	187195.assembled.faa	FASTA amino acid sequence	27542583
560518d90d87854d7418f36e	Gp0115674	70952.assembled.faa	FASTA amino acid sequence	66263398
5af1248764d0b3374773e972	Gp0115674	187196.assembled.faa	FASTA amino acid sequence	20559757
560409d30d8785306f96ea96	Gp0115679	70189.assembled.faa	FASTA amino acid sequence	217955616
5af44f6964d0b33747747db1	Gp0115679	187197.assembled.faa	FASTA amino acid sequence	72745084
565df8df0d87851bf73629c4	Gp0115140	74361.assembled.faa	FASTA amino acid sequence	926476
565df8de0d87851bf73629b4	Gp0115142	74359.assembled.faa	FASTA amino acid sequence	927910
565df8f90d87851bf7362af9	Gp0115145	74449.assembled.faa	FASTA amino acid sequence	926291
565df8e70d87851bf7362a10	Gp0115146	74396.assembled.faa	FASTA amino acid sequence	934916
565df8f50d87851bf7362ac4	Gp0115147	74433.assembled.faa	FASTA amino acid sequence	925446
565df8f60d87851bf7362ad3	Gp0115148	74435.assembled.faa	FASTA amino acid sequence	845465
565df8db0d87851bf736298f	Gp0115149	74354.assembled.faa	FASTA amino acid sequence	843324
565df8dd0d87851bf73629ac	Gp0115141	74358.assembled.faa	FASTA amino acid sequence	921804
565df8e50d87851bf73629fa	Gp0115203	74393.assembled.faa	FASTA amino acid sequence	872295
565df8dd0d87851bf73629a5	Gp0115204	74357.assembled.faa	FASTA amino acid sequence	873409
565df8de0d87851bf73629bc	Gp0115205	74360.assembled.faa	FASTA amino acid sequence	872449
565df8db0d87851bf7362987	Gp0115200	74353.assembled.faa	FASTA amino acid sequence	1011733
56783b020d878518a8a37f6f	Gp0115160	75108.assembled.faa	FASTA amino acid sequence	864157
565df8eb0d87851bf7362a3f	Gp0115159	74397.assembled.faa	FASTA amino acid sequence	898970
56362f420d87852aea5e72de	Gp0114941	73114.assembled.faa	FASTA amino acid sequence	1193765
5654b7fa0d878531d71e992c	Gp0115157	73166.assembled.faa	FASTA amino acid sequence	1121631
5654b7f90d878531d71e9925	Gp0115195	73164.assembled.faa	FASTA amino acid sequence	857100
565df8e80d87851bf7362a18	Gp0115135	74398.assembled.faa	FASTA amino acid sequence	1425303
565df8f70d87851bf7362ada	Gp0115158	74436.assembled.faa	FASTA amino acid sequence	923787
565df8dc0d87851bf7362996	Gp0114933	74355.assembled.faa	FASTA amino acid sequence	961812
565df8e60d87851bf7362a01	Gp0114934	74394.assembled.faa	FASTA amino acid sequence	1309900
565df9030d87851bf7362b67	Gp0114939	74448.assembled.faa	FASTA amino acid sequence	652987
565df8da0d87851bf736297f	Gp0115201	73519.assembled.faa	FASTA amino acid sequence	983440
565df8d80d87851bf7362967	Gp0114940	73518.assembled.faa	FASTA amino acid sequence	718168
565df8e80d87851bf7362a20	Gp0115129	74270.assembled.faa	FASTA amino acid sequence	927644
565df8f60d87851bf7362acb	Gp0115137	74434.assembled.faa	FASTA amino acid sequence	844116
565df8e70d87851bf7362a09	Gp0115138	74395.assembled.faa	FASTA amino acid sequence	841753
56e0852d7ded5e7f7b92cab1	Gp0115198	78381.assembled.faa	FASTA amino acid sequence	1197212
565df8e00d87851bf73629cc	Gp0115199	74362.assembled.faa	FASTA amino acid sequence	1208576
5654b83b0d878531d71e9c33	Gp0115194	73520.assembled.faa	FASTA amino acid sequence	1228052
565df8dc0d87851bf736299e	Gp0115197	74356.assembled.faa	FASTA amino acid sequence	1255181
56e08c3a7ded5e7f7b92d455	Gp0114905	79457.assembled.faa	FASTA amino acid sequence	1103883
56e08c367ded5e7f7b92d44e	Gp0114906	79456.assembled.faa	FASTA amino acid sequence	1512418
55e22c750d878556782dae7a	Gp0115954	67574.assembled.faa	FASTA amino acid sequence	90386786
55e249e10d878556782daeca	Gp0115955	67571.assembled.faa	FASTA amino acid sequence	122967629
5638d6570d8785618585cba5	Gp0115956	73565.assembled.faa	FASTA amino acid sequence	131416230
55e285320d878556782daf5f	Gp0115957	67573.assembled.faa	FASTA amino acid sequence	217075471
5638be780d8785618585cb70	Gp0115958	73563.assembled.faa	FASTA amino acid sequence	62416510
55e25eec0d878556782daef0	Gp0115959	67572.assembled.faa	FASTA amino acid sequence	150196096
566ba7180d878518a8a31f9d	Gp0119849	75103.assembled.faa	FASTA amino acid sequence	7076207
5af9d61064d0b33747751e19	Gp0119849	187327.assembled.faa	FASTA amino acid sequence	4570891
565931d60d878531d71ed883	Gp0119850	74800.assembled.faa	FASTA amino acid sequence	6017730
5af084ce64d0b3374773b729	Gp0119850	187328.assembled.faa	FASTA amino acid sequence	3800670
569621270d87851ee97276a8	Gp0119851	77337.assembled.faa	FASTA amino acid sequence	7563869
5af0838964d0b3374773b68a	Gp0119851	187329.assembled.faa	FASTA amino acid sequence	5843698
565931d50d878531d71ed867	Gp0119852	74798.assembled.faa	FASTA amino acid sequence	4547081
5af081b264d0b3374773b5b7	Gp0119852	187330.assembled.faa	FASTA amino acid sequence	3448439
566ba72f0d878518a8a32079	Gp0119853	75179.assembled.faa	FASTA amino acid sequence	13715137
5af9d60664d0b33747751e05	Gp0119853	187331.assembled.faa	FASTA amino acid sequence	10235978
5674f3610d878518a8a37634	Gp0119854	76336.assembled.faa	FASTA amino acid sequence	11561987
5af0867464d0b3374773b971	Gp0119854	187332.assembled.faa	FASTA amino acid sequence	8727693
565243c40d878531d71e8585	Gp0119855	74793.assembled.faa	FASTA amino acid sequence	13166349
5af086f864d0b3374773ba3d	Gp0119855	187333.assembled.faa	FASTA amino acid sequence	9051175
565931c70d878531d71ed7db	Gp0119856	74789.assembled.faa	FASTA amino acid sequence	11546595
5af0a22264d0b3374773cb68	Gp0119856	187353.assembled.faa	FASTA amino acid sequence	4871025
565931d10d878531d71ed82f	Gp0119857	74792.assembled.faa	FASTA amino acid sequence	7362999
5af0975664d0b3374773c31c	Gp0119857	187354.assembled.faa	FASTA amino acid sequence	4377223
566ba71b0d878518a8a31fd5	Gp0119858	75105.assembled.faa	FASTA amino acid sequence	4820954
5af08e0264d0b3374773bdb4	Gp0119858	187355.assembled.faa	FASTA amino acid sequence	2405918
565931c80d878531d71ed7f7	Gp0119859	74790.assembled.faa	FASTA amino acid sequence	5485396
5af08cd264d0b3374773bd74	Gp0119859	187356.assembled.faa	FASTA amino acid sequence	2768931
565931d00d878531d71ed813	Gp0119860	74791.assembled.faa	FASTA amino acid sequence	5494148
5af08df864d0b3374773bda1	Gp0119860	187357.assembled.faa	FASTA amino acid sequence	2853711
566ba7190d878518a8a31fb9	Gp0119861	75104.assembled.faa	FASTA amino acid sequence	4361665
5af08a6364d0b3374773bca8	Gp0119861	187358.assembled.faa	FASTA amino acid sequence	2144600
56960d500d87851ee9727684	Gp0119862	77336.assembled.faa	FASTA amino acid sequence	5252830
5af0904164d0b3374773bf9e	Gp0119862	187359.assembled.faa	FASTA amino acid sequence	2843506
566ba72e0d878518a8a3205d	Gp0119863	75178.assembled.faa	FASTA amino acid sequence	5014740
5af08ba964d0b3374773bd4e	Gp0119863	187360.assembled.faa	FASTA amino acid sequence	2000850
5674f35e0d878518a8a375fc	Gp0119864	76334.assembled.faa	FASTA amino acid sequence	59894681
5af4413864d0b33747747ccd	Gp0119864	187361.assembled.faa	FASTA amino acid sequence	69467707
5695a9ee0d87851ee972757a	Gp0119865	74799.assembled.faa	FASTA amino acid sequence	189282736
5af4bd6a64d0b337477491da	Gp0119865	187362.assembled.faa	FASTA amino acid sequence	113420149
56528ac50d878531d71e865b	Gp0119866	74797.assembled.faa	FASTA amino acid sequence	192762368
5af4a3a464d0b33747748fea	Gp0119866	187363.assembled.faa	FASTA amino acid sequence	108921777
5695c07b0d87851ee97275ce	Gp0119867	75102.assembled.faa	FASTA amino acid sequence	105824356
5af32ea964d0b33747744d71	Gp0119867	187364.assembled.faa	FASTA amino acid sequence	64558538
567e9f2c0d878518a8a3c419	Gp0119868	77073.assembled.faa	FASTA amino acid sequence	536581102
5af6137064d0b3374774ac02	Gp0119868	187365.assembled.faa	FASTA amino acid sequence	187558140
569671730d87851ee9727732	Gp0119869	77333.assembled.faa	FASTA amino acid sequence	12046608
5af0893864d0b3374773bc23	Gp0119869	187366.assembled.faa	FASTA amino acid sequence	886932
56ea1b617ded5e7f7b93416b	Gp0119870	79183.assembled.faa	FASTA amino acid sequence	120179789
5af3cc0d64d0b3374774718f	Gp0119870	187367.assembled.faa	FASTA amino acid sequence	96619040
56ea0ab07ded5e7f7b934059	Gp0119871	79181.assembled.faa	FASTA amino acid sequence	122053751
5af3be3664d0b33747746f4f	Gp0119871	187368.assembled.faa	FASTA amino acid sequence	84607611
576f2a977ded5e34d8294ddd	Gp0127623	90070.assembled.faa	FASTA amino acid sequence	34611569
5af1803864d0b3374773f305	Gp0127623	187214.assembled.faa	FASTA amino acid sequence	31965930
576fe9c27ded5e34d829587e	Gp0127624	90068.assembled.faa	FASTA amino acid sequence	53516867
5af3632364d0b33747745298	Gp0127624	187215.assembled.faa	FASTA amino acid sequence	51468236
5773ab7e7ded5e34d8298bfd	Gp0127625	90072.assembled.faa	FASTA amino acid sequence	84469908
5af516e564d0b33747749f10	Gp0127625	187216.assembled.faa	FASTA amino acid sequence	115619078
57775c4b7ded5e34bd909a49	Gp0127626	90071.assembled.faa	FASTA amino acid sequence	34427936
5af9e47b64d0b3374775203c	Gp0127626	187217.assembled.faa	FASTA amino acid sequence	40630085
576ef0f57ded5e34d829482d	Gp0127627	90090.assembled.faa	FASTA amino acid sequence	15046504
5af104c264d0b3374773e567	Gp0127627	187218.assembled.faa	FASTA amino acid sequence	15231658
577232b47ded5e34d8298485	Gp0127628	90089.assembled.faa	FASTA amino acid sequence	48111935
5af3846564d0b33747745e79	Gp0127628	187219.assembled.faa	FASTA amino acid sequence	50588957
577028287ded5e34d8295bdd	Gp0127629	90067.assembled.faa	FASTA amino acid sequence	59664363
5af4409764d0b33747747cba	Gp0127629	187220.assembled.faa	FASTA amino acid sequence	73586578
576f60fa7ded5e34d82951fc	Gp0127630	90069.assembled.faa	FASTA amino acid sequence	43281724
5af1852e64d0b3374773f38b	Gp0127630	187221.assembled.faa	FASTA amino acid sequence	34583417
57724e407ded5e34d8298573	Gp0127631	90066.assembled.faa	FASTA amino acid sequence	66086181
5af4b46564d0b33747749131	Gp0127631	187222.assembled.faa	FASTA amino acid sequence	76271888
576f4f597ded5e34d829512a	Gp0127632	90080.assembled.faa	FASTA amino acid sequence	42864284
5af9e70364d0b33747752082	Gp0127632	187223.assembled.faa	FASTA amino acid sequence	47007220
57739f487ded5e34d8298bda	Gp0127633	90065.assembled.faa	FASTA amino acid sequence	74306105
5af9f86a64d0b33747752222	Gp0127633	187224.assembled.faa	FASTA amino acid sequence	128676584
576fd50c7ded5e34d8295742	Gp0127634	90088.assembled.faa	FASTA amino acid sequence	52390896
5af1b63f64d0b3374773f7a9	Gp0127634	187225.assembled.faa	FASTA amino acid sequence	44930929
577394cc7ded5e34d8298bb9	Gp0127635	90064.assembled.faa	FASTA amino acid sequence	59221734
5af9f0a464d0b33747752199	Gp0127635	187226.assembled.faa	FASTA amino acid sequence	76067254
576f19127ded5e34d8294d04	Gp0127636	90087.assembled.faa	FASTA amino acid sequence	31033471
5af19c9164d0b3374773f5a0	Gp0127636	187227.assembled.faa	FASTA amino acid sequence	36356692
577008a57ded5e34d8295985	Gp0127637	90063.assembled.faa	FASTA amino acid sequence	58389480
5af4988664d0b33747748799	Gp0127637	187228.assembled.faa	FASTA amino acid sequence	83182985
576f955f7ded5e34d829540f	Gp0127638	90079.assembled.faa	FASTA amino acid sequence	50502844
5af3c82d64d0b337477470fc	Gp0127638	187229.assembled.faa	FASTA amino acid sequence	58754766
577036b67ded5e34d8295c36	Gp0127639	90062.assembled.faa	FASTA amino acid sequence	61680005
5af5001464d0b33747749e03	Gp0127639	187230.assembled.faa	FASTA amino acid sequence	96519203
576f3c987ded5e34d8294f72	Gp0127640	90086.assembled.faa	FASTA amino acid sequence	35662326
5af9e45a64d0b33747752028	Gp0127640	187231.assembled.faa	FASTA amino acid sequence	33430055
57901b047ded5e31abaa0354	Gp0127641	92547.assembled.faa	FASTA amino acid sequence	53647213
576f04427ded5e34d8294a32	Gp0127642	90085.assembled.faa	FASTA amino acid sequence	32775828
5af194b764d0b3374773f4f5	Gp0127642	187232.assembled.faa	FASTA amino acid sequence	32456382
5770181f7ded5e34d8295ac9	Gp0127643	90061.assembled.faa	FASTA amino acid sequence	58662840
5af9eaa564d0b337477520cb	Gp0127643	187233.assembled.faa	FASTA amino acid sequence	98552478
576e96047ded5e34d8293de9	Gp0127644	90081.assembled.faa	FASTA amino acid sequence	13765117
5af445f864d0b33747747d1b	Gp0127644	187234.assembled.faa	FASTA amino acid sequence	69817770
57723fc37ded5e34d8298508	Gp0127645	90060.assembled.faa	FASTA amino acid sequence	30981128
5af35dcb64d0b33747745222	Gp0127645	187235.assembled.faa	FASTA amino acid sequence	51991429
576f6f4f7ded5e34d82952af	Gp0127646	90078.assembled.faa	FASTA amino acid sequence	23616228
5af190bd64d0b3374773f495	Gp0127646	187236.assembled.faa	FASTA amino acid sequence	28577031
576ee29c7ded5e34d829466e	Gp0127647	90077.assembled.faa	FASTA amino acid sequence	28200822
5af11fd964d0b3374773e8e7	Gp0127647	187237.assembled.faa	FASTA amino acid sequence	19874716
576f7cae7ded5e34d8295336	Gp0127648	90084.assembled.faa	FASTA amino acid sequence	44772679
5af3712b64d0b337477456c6	Gp0127648	187238.assembled.faa	FASTA amino acid sequence	47479511
576ffab97ded5e34d829592c	Gp0127649	90076.assembled.faa	FASTA amino acid sequence	56193727
5af403ab64d0b337477477bf	Gp0127649	187239.assembled.faa	FASTA amino acid sequence	64498833
576fc2687ded5e34d8295694	Gp0127651	90075.assembled.faa	FASTA amino acid sequence	52852892
5af1aae864d0b3374773f6d8	Gp0127651	187240.assembled.faa	FASTA amino acid sequence	50865528
57705ebb7ded5e34d8295cec	Gp0127652	90083.assembled.faa	FASTA amino acid sequence	61514480
5af9ec0f64d0b3374775210e	Gp0127652	187241.assembled.faa	FASTA amino acid sequence	71805293
576ed0727ded5e34d82943a4	Gp0127653	90074.assembled.faa	FASTA amino acid sequence	12497020
5af9da9664d0b33747751ed9	Gp0127653	187242.assembled.faa	FASTA amino acid sequence	12044951
57704dc77ded5e34d8295ca5	Gp0127654	90082.assembled.faa	FASTA amino acid sequence	58371414
5af9e62e64d0b33747752066	Gp0127654	187243.assembled.faa	FASTA amino acid sequence	57044648
576fb3627ded5e34d82955be	Gp0127655	90073.assembled.faa	FASTA amino acid sequence	52197063
5af3cc2564d0b337477471a4	Gp0127655	187244.assembled.faa	FASTA amino acid sequence	59463343
576fa5c97ded5e34d82954e3	Gp0127656	90091.assembled.faa	FASTA amino acid sequence	50009947
5af40ed064d0b33747747896	Gp0127656	187245.assembled.faa	FASTA amino acid sequence	65802143
5766c1ce7ded5e34d828f658	Gp0128139	89679.assembled.faa	FASTA amino acid sequence	198415859
5ad6b92564d0b33747719189	Gp0128139	185806.assembled.faa	FASTA amino acid sequence	90353934
5765e0327ded5e34d828ef42	Gp0128140	89680.assembled.faa	FASTA amino acid sequence	154552533
5ad6b8fc64d0b33747719176	Gp0128140	185807.assembled.faa	FASTA amino acid sequence	75195031
57670ab87ded5e34d828f6da	Gp0128141	89681.assembled.faa	FASTA amino acid sequence	181575599
